State,Hospital name,Establishment ID,Medicare Provider No.,Local Hospital Network identifier,Local Hospital Network,Address Line 1,Address Line 2,asgc_ra,Remoteness area,Number of available beds,2012-13 Peer Group code,Peer Group Name,Provided data for NPHED,Provided data for NHMD,Provided data for NAPEDCD,Provided data for ESWT,Provided data for NNAPCD,IHPA funding designation
VIC,Melton Health,210A03680,0031970B,208,Djerriwarrh Health Service (Vic),195    Barries                                       Rd,Melton West                                            3337,0,Major Cities,17,O5,Unpeered,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Mercy Health - O'Connell Family Centre,210802100,0031550A,267,Mercy Public Hospital Inc. (Vic),6      Mont Albert                                   Rd,Canterbury                                             3126,0,Major Cities,20,O1,Early parenting centres,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Mercy Hospital for Women,210A01160,0031610F,267,Mercy Public Hospital Inc. (Vic),163    Studley                                       Rd,Heidelberg                                             3084,0,Major Cities,162.3,W1,Womens,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Mercy Public Hospital [Werribee],210A01320,0031870H,267,Mercy Public Hospital Inc. (Vic),300    Princes                                       Hwy,Werribee                                               3030,0,Major Cities,227.8,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Mildura Base Hospital,210302320,0036820Y,279,Mildura Base Hospital,1      Ontario                                       Ave,Mildura                                                3500,2,Outer Regional,136,L,Public acute group A,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Monash Medical Centre [Clayton],210801170,0030970K,269,Monash Health,246    Clayton                                       Rd,Clayton                                                3168,0,Major Cities,664.6,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Monash Medical Centre [Moorabbin],210901220,0030970K,269,Monash Health,823    Centre                                        Rd,Bentleigh East                                         3165,0,Major Cities,109.6,L,Public acute group A,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
VIC,Moyne Health Services [Port Fairy],210102450,0030900B,287,Moyne Health Services (Port Fairy),30     Villiers                                      St,Port Fairy                                             3284,1,Inner Regional,15,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,Nathalia District Hospital,210404010,0030800H,238,Nathalia District Hospital,36     McDonnell                                     St,Nathalia                                               3638,1,Inner Regional,6,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Northeast Health Wangaratta,210401150,0031250L,243,Northeast Health Wangaratta,35     Green                                         St,Wangaratta                                             3677,1,Inner Regional,137.3,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Numurkah & District Health Service,210403030,0030830A,237,Numurkah and District Health Service,2      Katamatite                                    Rd,Numurkah                                               3636,1,Inner Regional,22,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Omeo District Health,210502040,0030850X,258,Omeo District Health,12     Easton                                        St,Omeo                                                   3898,2,Outer Regional,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Orbost Regional Health,210505050,0030860W,261,Orbost Regional Health,104    Boundary                                      Rd,Orbost                                                 3888,2,Outer Regional,15,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Orygen Inpatient Unit,210A01332,,225,Melbourne Health,35     Mavis                                         St,Footscray                                              3011,0,Major Cities,15.9,Ps,Psychiatric,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Otway Health [Apollo Bay],210102020,0030040J,230,Otway Health and Community Services (Apollo Bay),37     Mclachlan                                     St,Apollo Bay                                             3233,1,Inner Regional,4,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Peter MacCallum Cancer Institute,210A01550,0030190W,264,Peter MacCallum Cancer Institute (Vic),305    Grattan                                       St,Melbourne                                              3000,0,Major Cities,159.4,O3,Other public acute specialised,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
VIC,Portland District Health,210102460,0030910A,288,Portland District Health,141    Bentinck                                      St,Portland                                               3305,2,Outer Regional,53,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Queen Elizabeth Centre [Noble Park],210903110,0030960L,299,Victoria Virtual Local Hospital Network,53     Thomas                                        St,Noble Park                                             3174,0,Major Cities,39.2,O1,Early parenting centres,Yes,Yes,No,No,No,Funding not designated/Unknown
VIC,Robinvale District Health Services,210303130,0031000J,281,Robinvale District Health Services,128    Latje                                         Rd,Robinvale                                              3549,2,Outer Regional,14,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Rochester & Elmore District Health Servi,210303140,0031010H,219,Rochester and Elmore District Health Service,1      Pascoe                                        St,Rochester                                              3561,1,Inner Regional,12,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Rosebud Hospital,210901250,0030360T,270,Peninsula Health (Vic),1527   Point Nepean                                  Rd,Rosebud                                                3939,0,Major Cities,76,M,Public acute group B,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Royal Children's Hospital [Parkville],210A01191,0031020F,223,Royal Children's Hospital (Melbourne),50     Flemington                                    Rd,Parkville                                              3052,0,Major Cities,340.4,W3,Childrens,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Royal Melbourne Hospital [Parkville],210A01334,0031030B,225,Melbourne Health,300    Grattan                                       St,Parkville                                              3052,0,Major Cities,745.8,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Royal Melbourne Hospital- Royal Park Cam,210A01335,0031860J,225,Melbourne Health,34     Poplar                                        Rd,Parkville                                              3052,0,Major Cities,138.3,N2,Rehabilitation and GEM,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Royal Talbot Rehabilitation Centre [Kew],210803220,0031600H,266,Austin Health (Vic),1      Yarra                                         Bvde,Kew                                                    3101,0,Major Cities,77.1,N2,Rehabilitation and GEM,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Royal Women's Hospital [Carlton],210A01230,0031040A,224,Royal Women's Hospital (Melbourne),20     Flemington                                    Rd,Parkville                                              3052,0,Major Cities,201,W1,Womens,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Rural Northwest Health [Hopetoun],210201572,0035360X,274,Rural Northwest Health (Vic),12     Mitchell                                      Place,Hopetoun                                               3396,3,Remote,4,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Rural Northwest Health [Warracknabeal],210201571,0031270J,274,Rural Northwest Health (Vic),18     Dimboola                                      Rd,Warracknabeal                                          3393,2,Outer Regional,12,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,Sandringham Hospital,210901360,0031470A,268,Alfred Health (Vic),193    Bluff                                         Rd,Sandringham                                            3191,0,Major Cities,72.2,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Seymour District Memorial Hospital,210402190,0031070W,240,Seymour District Memorial Hospital,1      Brettoneaux                                   St,Seymour                                                3660,1,Inner Regional,42,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,South Gippsland Hospital [Foster],210504240,0031090L,255,South Gippsland Hospital (Foster),87     Station                                       Rd,Foster                                                 3960,1,Inner Regional,16,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,South West Healthcare [Camperdown],210103080,0030180X,284,South West Healthcare (Vic),9      Robinson                                      St,Camperdown                                             3260,1,Inner Regional,25,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,South West Healthcare [Warrnambool],210102160,0031280H,284,South West Healthcare (Vic),279    Koroit                                        St,Warrnambool                                            3280,1,Inner Regional,171,L,Public acute group A,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,St George's Health Service- Aged Care,210801700,0031130Y,262,St Vincent's Hospital (Melbourne) Limited,283    Cotham                                        Rd,Kew                                                    3101,0,Major Cities,117.3,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,St Vincent's Hospital [Fitzroy],210A01450,0031140X,262,St Vincent's Hospital (Melbourne) Limited,41     Victoria                                      Pde,Fitzroy                                                3065,0,Major Cities,487.7,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Stawell Regional Health,210202260,0031110B,204,Stawell Regional Health,27     Sloane                                        St,Stawell                                                3380,1,Inner Regional,37,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Sunbury Day Hospital,210A02700,0044020J,209,Western Health (Vic),7      Macedon                                       St,Sunbury                                                3429,0,Major Cities,27,O4,Other day procedure hospital,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Sunshine Hospital,210A01390,0031910T,209,Western Health (Vic),176    Furlong                                       Rd,St Albans                                              3021,0,Major Cities,568.3,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Swan Hill District Health [Nyah],210301492,,212,Swan Hill District Health,5      Monash                                        Ave,Nyah West                                              3595,2,Outer Regional,0,VS,Very small,Yes,No,No,No,No,Activity-based funded hospital
VIC,Swan Hill District Health [Swan Hill],210301491,0031160T,212,Swan Hill District Health,48     Splatt                                        St,Swan Hill                                              3585,2,Outer Regional,64.1,S1,Public acute group C,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Tallangatta Health Service,210401290,0031170L,248,Tallangatta Health Service,25     Barree                                        St,Tallangatta                                            3700,2,Outer Regional,8.3,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Terang & Mortlake Health Service [Terang,210103350,0030820B,289,Terang and Mortlake Health Service (Terang),13     Austin                                        Ave,Terang                                                 3264,1,Inner Regional,14,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,The Alfred,210A01010,0030020L,268,Alfred Health (Vic),55     Commercial                                    Rd,Prahran                                                3004,0,Major Cities,709.1,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,The Bendigo Hospital,210301021,0030120J,210,Bendigo Health Care Group,62     Lucan                                         St,Bendigo                                                3550,1,Inner Regional,318.8,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,The Kilmore & District Hospital,210403460,0030560H,241,Kilmore and District Hospital,1      Rutledge                                      St,Kilmore                                                3764,1,Inner Regional,36,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,The Mornington Centre,210904084,0032110W,270,Peninsula Health (Vic),24     Cnr Tyalla Grove And Separation               St,Mornington                                             3931,0,Major Cities,92,N2,Rehabilitation and GEM,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,The Northern Hospital [Epping],210A01280,0030940W,226,Northern Health (Vic),185    Cooper                                        St,Epping                                                 3076,0,Major Cities,445.9,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,The Peter James Centre [East Burwood],210802120,0031750T,234,Eastern Health (Vic),321    Burwood                                       Hwy,Forest Hill                                            3131,0,Major Cities,116.2,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,The Royal Victorian Eye & Ear Hospital,210A01240,0031240T,263,Royal Victorian Eye and Ear Hospital,32     Gisborne                                      St,East Melbourne                                         3002,0,Major Cities,56.6,O3,Other public acute specialised,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Timboon & District Healthcare Service,210102360,0031200A,286,Timboon and District Healthcare Service,21     Hospital                                      Rd,Timboon                                                3268,2,Outer Regional,14,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Tweddle Child & Family Health Centre [Fo,210A01900,0031220X,999,Not stated/inadequately described,53     Adelaide                                      St,Footscray                                              3011,0,Major Cities,20,O1,Early parenting centres,Yes,Yes,No,No,No,Funding not designated/Unknown
VIC,University Hospital Geelong,210102050,0030470J,231,Barwon Health,1      Bellarine                                     St,Geelong                                                3220,0,Major Cities,495.4,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Upper Murray Health & Community Services,210402150,0030290L,250,Upper Murray Health and Community Services (Corryong),20     Kiell                                         St,Corryong                                               3707,2,Outer Regional,10,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,Ursula Frayne Centre (CA),210A01321,,267,Mercy Public Hospital Inc. (Vic),35     Mavis                                         St,Footscray                                              3011,0,Major Cities,16,Ps,Psychiatric,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Victorian Institute of Forensic Mental H,240A05990,,227,Victorian Institute of Forensic Mental Health,1      Yarra Bend                                    Rd,Fairfield                                              3078,0,Major Cities,151,Ps,Psychiatric,Yes,Yes,No,No,No,Funding not designated/Unknown
VIC,Victorian Institute of Forensic Mental H,240A05992,,227,Victorian Institute of Forensic Mental Health,317    Spencer                                       St,Melbourne                                              3003,0,Major Cities,35,Ps,Psychiatric,Yes,No,No,No,No,Funding not designated/Unknown
VIC,Wantirna Health,210802330,0032000A,234,Eastern Health (Vic),251    Mountain                                      Hwy,Wantirna                                               3152,0,Major Cities,62.3,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,West Gippsland Healthcare Group [Warragu,210501580,0031310W,252,West Gippsland Healthcare Group,41     Landsborough                                  St,Warragul                                               3820,1,Inner Regional,90,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,West Wimmera Health Service [Jeparit],210202373,0031370F,277,West Wimmera Health Service,2      Charles                                       St,Jeparit                                                3423,2,Outer Regional,4,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,West Wimmera Health Service [Kaniva],210202372,0031900W,277,West Wimmera Health Service,9      Farmers                                       St,Kaniva                                                 3419,2,Outer Regional,6,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,West Wimmera Health Service [Nhill],210202371,0031900W,277,West Wimmera Health Service,45     Nelson                                        St,Nhill                                                  3418,2,Outer Regional,21,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,West Wimmera Health Service [Rainbow],210202374,0031900W,277,West Wimmera Health Service,2      Swinbourne                                    Ave,Rainbow                                                3424,3,Remote,7,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Western District Health Service [Colerai,210102140,0030280T,282,Western District Health Service (Vic),71     McLeod                                        St,Coleraine                                              3315,2,Outer Regional,10,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Western District Health Service [Hamilto,210101071,0030490F,282,Western District Health Service (Vic),20     Foster                                        St,Hamilton                                               3300,1,Inner Regional,72,S1,Public acute group C,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Western District Health Service [Penshur,210101072,0030890K,282,Western District Health Service (Vic),146    Cobb                                          St,Penshurst                                              3289,2,Outer Regional,6,VS,Very small,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Western Hospital [Footscray],210A01180,0031850K,209,Western Health (Vic),160    Gordon                                        St,Footscray                                              3011,0,Major Cities,285.7,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Williamstown Hospital,210A01460,0031340K,209,Western Health (Vic),77     Railway                                       Cres,Williamstown                                           3016,0,Major Cities,102.6,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Wimmera Base Hospital [Horsham],210202170,0034650W,275,Wimmera Health Care Group,83     Baillie                                       St,Horsham                                                3400,2,Outer Regional,93,S1,Public acute group C,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Wimmera Base Hospital [Rupanyup],210202210,0031810X,277,West Wimmera Health Service,89     Cromie                                        St,Rupanyup                                               3388,2,Outer Regional,2,OT,Outpatient hospital,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Womens at Sandringham,210A01232,,224,Royal Women's Hospital (Melbourne),193    Bluff?                                        Rd,Sandringham?                                           3191,0,Major Cities,28,W1,Womens,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
VIC,Yarra Ranges Health,210803690,0031990Y,234,Eastern Health (Vic),25     Market                                        St,Lilydale                                               3140,0,Major Cities,16,O4,Other day procedure hospital,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Yarram & District Health Service,210501770,0031430J,257,Yarram and District Health Service,85     Commercial                                    Rd,Yarram                                                 3971,1,Inner Regional,22,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Yarrawonga District Health Service,210401780,0031440H,244,Yarrawonga District Health Service,33     Piper                                         St,Yarrawonga                                             3730,1,Inner Regional,29,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Yea & District Memorial Hospital,210403590,0031450F,242,Yea and District Memorial Hospital,45     Station                                       St,Yea                                                    3717,1,Inner Regional,10,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
WA,,510100642,0075530X,501,North Metropolitan Health Service (WA),GRAND                                         BVD,JOONDALUP                                              6027,0,Major Cities,467,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,,510100645,0075560L,502,South Metropolitan Health Service (WA),110 LAKES                                         Rd,MANDURAH                                               6210,0,Major Cities,148,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Albany Hospital,510900201,0070050J,503,WA Country Health Service,WARDEN                                        Ave,ALBANY                                                 6330,2,Outer Regional,128,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Armadale-Kelmscott Memorial Hospital,510200203,0070040K,504,,3056 ALBANY                                        Hwy,MOUNT NASURA                                           6112,0,Major Cities,237.1,L,Public acute group A,Yes,No,No,No,No,Activity-based funded hospital
WA,Augusta Hospital,511000204,0071110F,503,WA Country Health Service,DONOVAN                                       St,AUGUSTA                                                6290,1,Inner Regional,10,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Bentley Hospital,510200255,0071150X,504,,33 MILLS                                         St,BENTLEY                                                6102,0,Major Cities,185.4,O5,Unpeered,Yes,Yes,No,No,Yes,Activity-based funded hospital
WA,Beverley Hospital,510700401,0070060H,503,WA Country Health Service,SEWELL                                        St,BEVERLEY                                               6304,2,Outer Regional,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Boddington Hospital,510700402,0070070F,503,WA Country Health Service,HOTHAM                                        Ave,BODDINGTON                                             6390,1,Inner Regional,8,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Boyup Brook Soldiers Memorial Hospital,511000432,0070080B,503,WA Country Health Service,HOSPITAL                                      Dr,BOYUP BROOK                                            6244,2,Outer Regional,9.9,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Bridgetown Hospital,511000444,0070090A,503,WA Country Health Service,PENINSULA                                     Rd,BRIDGETOWN                                             6255,1,Inner Regional,24,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
WA,Broome Hospital,510400206,0070110L,503,WA Country Health Service,ROBINSON                                      St,BROOME                                                 6725,3,Remote,66,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Bruce Rock Memorial Hospital,510700403,0070120K,503,WA Country Health Service,35 DUNSTALL                                      St,BRUCE ROCK                                             6418,3,Remote,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Bunbury Hospital,511000208,0071120B,503,WA Country Health Service,BUSSELL                                       Hwy,BUNBURY                                                6230,1,Inner Regional,161,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Busselton Hospital,511000209,0070150F,503,WA Country Health Service,MILL                                          Rd,BUSSELTON                                              6280,1,Inner Regional,62,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Carnarvon Hospital,510600210,0070160B,503,WA Country Health Service,CLEAVER                                       St,CARNARVON                                              6701,3,Remote,39,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
WA,Collie Hospital,511000211,0070170A,503,WA Country Health Service,DEAKIN                                        St,COLLIE                                                 6225,1,Inner Regional,25,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
WA,Corrigin Hospital,510700404,0070190X,503,WA Country Health Service,49 KIRKWOOD                                      St,CORRIGIN                                               6375,3,Remote,3,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Cunderdin Hospital,510700405,0070220H,503,WA Country Health Service,CUBBINE                                       Rd,CUNDERDIN                                              6407,2,Outer Regional,3.1,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Dalwallinu Hospital,510700406,0070230F,503,WA Country Health Service,MYERS                                         St,DALWALLINU                                             6609,3,Remote,4,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Denmark Hospital,510900214,0070240B,503,WA Country Health Service,50 SCOTSDALE                                     Rd,DENMARK                                                6333,2,Outer Regional,5.8,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Derby Hospital,510400215,0070250A,503,WA Country Health Service,CLARENDON                                     St,DERBY                                                  6728,4,Very remote,31,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
WA,Dongara Multi-Purpose Health Centre,510600476,0071570Y,503,WA Country Health Service,48 BLENHEIM                                      Rd,DONGARA                                                6525,2,Outer Regional,2.9,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Donnybrook Hospital,511000271,0070260Y,503,WA Country Health Service,BENTLEY                                       St,DONNYBROOK                                             6239,1,Inner Regional,14,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Dumbleyung Memorial Hospital,510700408,0070270X,503,WA Country Health Service,MCINTYRE                                      St,DUMBLEYUNG                                             6350,3,Remote,3.3,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Esperance Hospital,510800218,0070280W,503,WA Country Health Service,HICKS                                         St,ESPERANCE                                              6450,3,Remote,36,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
WA,Exmouth Hospital,510600219,0071100H,503,WA Country Health Service,LYONS                                         St,EXMOUTH                                                6707,4,Very remote,6,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Fiona Stanley Hospital,510300106,0071610H,502,South Metropolitan Health Service (WA),102 MURDOCH                                       Dr,MURDOCH                                                6150,0,Major Cities,744.4,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Fitzroy Crossing Hospital,510400127,0070290T,503,WA Country Health Service,FALLON                                        Rd,FITZROY CROSSING                                       6765,4,Very remote,14,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Fremantle Hospital,510300102,0070010W,502,South Metropolitan Health Service (WA),ALMA                                          St,FREMANTLE                                              6160,0,Major Cities,246.3,L,Public acute group A,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
WA,Geraldton Hospital,510600220,0071130A,503,WA Country Health Service,SHENTON                                       St,GERALDTON                                              6530,2,Outer Regional,100,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Gnowangerup Hospital,510900410,0070330A,503,WA Country Health Service,YOUGENUP                                      Rd,GNOWANGERUP                                            6335,3,Remote,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Goomalling Hospital,510700411,0070320B,503,WA Country Health Service,FORREST                                       St,GOOMALLING                                             6460,2,Outer Regional,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Graylands Hospital,540100935,0071590W,501,North Metropolitan Health Service (WA),BROCKWAY                                      Rd,MOUNT CLAREMONT                                        6010,0,Major Cities,135.4,Ps,Psychiatric,Yes,Yes,No,No,No,Activity-based funded hospital
WA,Halls Creek Hospital,510400128,0070340Y,503,WA Country Health Service,70 ROBERTA                                       Ave,HALLS CREEK                                            6770,4,Very remote,8,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Harvey Hospital,511000412,0070350X,503,WA Country Health Service,45 HAYWARD                                       St,HARVEY                                                 6220,1,Inner Regional,13.3,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Hedland Health Campus,510500131,0071600J,503,WA Country Health Service,34 COLEBATCH                                     WAY,SOUTH HEDLAND                                          6722,3,Remote,64,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Kalamunda Hospital,510200454,0071270K,504,,ELIZABETH                                     St,KALAMUNDA                                              6076,0,Major Cities,20.6,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Kalbarri Health Centre,510600475,0071580K,503,WA Country Health Service,KAIBER                                        St,KALBARRI                                               6536,3,Remote,4,VS,Very small,Yes,No,No,No,Yes,Block-funded hospital
WA,Kalgoorlie Hospital,510800226,0070370T,503,WA Country Health Service,PICCADILLY                                    St,KALGOORLIE                                             6430,2,Outer Regional,119,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Katanning Hospital,510900227,0070380L,503,WA Country Health Service,CLIVE                                         St,KATANNING                                              6317,2,Outer Regional,23.2,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
WA,Kellerberrin Memorial Hospital,510700409,0070390K,503,WA Country Health Service,51 GREGORY                                       St,KELLERBERRIN                                           6410,2,Outer Regional,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,King Edward Memorial Hospital for Women,510100104,0070030L,501,North Metropolitan Health Service (WA),374 BAGOT                                         Rd,SUBIACO                                                6008,0,Major Cities,237.7,W1,Womens,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Kojonup Hospital,510900445,0070400B,503,WA Country Health Service,SPRING                                        St,KOJONUP                                                6395,2,Outer Regional,5.7,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Kondinin Hospital,510700413,0070420Y,503,WA Country Health Service,GRAHAM                                        St,KONDININ                                               6367,3,Remote,3,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Kununoppin Hospital,510700414,0070430X,503,WA Country Health Service,LEAKE                                         St,KUNUNOPPIN                                             6489,3,Remote,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Kununurra Hospital,510400257,0071050A,503,WA Country Health Service,96 COOLIBAH                                      Dr,KUNUNURRA                                              6743,3,Remote,32,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
WA,Lake Grace Hospital,510700230,0070440W,503,WA Country Health Service,STUBBS                                        St,LAKE GRACE                                             6353,3,Remote,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Laverton Hospital,510800272,0070450T,503,WA Country Health Service,BERIA                                         Rd,LAVERTON                                               6440,4,Very remote,7.9,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Leonora Hospital,510800273,0070460L,503,WA Country Health Service,SADIE CANNING                                 Dr,LEONORA                                                6438,4,Very remote,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Margaret River Hospital,511000233,0070490H,503,WA Country Health Service,FARRELLY                                      St,MARGARET RIVER                                         6285,1,Inner Regional,18,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
WA,Meekatharra Hospital,510600234,0070500Y,503,WA Country Health Service,SAVAGE                                        St,MEEKATHARRA                                            6642,4,Very remote,11,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Merredin Hospital,510700235,0070510X,503,WA Country Health Service,KITCHENER                                     Rd,MERREDIN                                               6415,2,Outer Regional,18,S2,Public acute group D,Yes,Yes,No,Yes,Yes,Block-funded hospital
